Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1969,1969,kg/ha,2319.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1969,1969,t,269.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1970,1970,kg/ha,2040.8
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1970,1970,t,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1971,1971,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1972,1972,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1973,1973,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1974,1974,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1975,1975,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1976,1976,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1977,1977,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1978,1978,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1979,1979,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1980,1980,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1981,1981,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1982,1982,kg/ha,4778.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1982,1982,t,2418.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1983,1983,kg/ha,4309.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1983,1983,t,3930.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1984,1984,kg/ha,5132.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1984,1984,t,9377.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1985,1985,kg/ha,4749.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1985,1985,t,10448.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1986,1986,kg/ha,5175.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1986,1986,t,29984.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1987,1987,kg/ha,4712.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1987,1987,t,48091.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1988,1988,kg/ha,4253.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1988,1988,t,57000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1989,1989,kg/ha,3900.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1989,1989,t,39000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1990,1990,kg/ha,4718.8
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1990,1990,t,15100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1991,1991,kg/ha,4800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1991,1991,t,9600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1992,1992,kg/ha,4941.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1992,1992,t,8400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1993,1993,kg/ha,5384.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1993,1993,t,7000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1994,1994,kg/ha,4125.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1994,1994,t,3300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1995,1995,kg/ha,3833.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1995,1995,t,2300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1996,1996,kg/ha,4714.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1996,1996,t,3300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1997,1997,kg/ha,6000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1997,1997,t,6000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1998,1998,kg/ha,6036.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1998,1998,t,4521.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",1999,1999,kg/ha,6578.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",1999,1999,t,4263.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2000,2000,kg/ha,5714.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2000,2000,t,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2001,2001,kg/ha,6304.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2001,2001,t,4413.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2002,2002,kg/ha,5858.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2002,2002,t,2929.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2003,2003,kg/ha,4606.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2003,2003,t,2764.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2004,2004,kg/ha,6576.4
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2004,2004,t,3400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2005,2005,kg/ha,6415.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2005,2005,t,2829.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2006,2006,kg/ha,5251.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2006,2006,t,2694.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2007,2007,kg/ha,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2007,2007,t,1500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2008,2008,kg/ha,5732.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2008,2008,t,1800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2009,2009,kg/ha,3378.4
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2009,2009,t,2000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2010,2010,kg/ha,4319.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2010,2010,t,2436.28
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2011,2011,kg/ha,5197.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2011,2011,t,2551.78
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2012,2012,kg/ha,5135.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2012,2012,t,2629.23
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2013,2013,kg/ha,5124.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2013,2013,t,1819.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2014,2014,kg/ha,5125.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2014,2014,t,2333.37
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2015,2015,kg/ha,5074.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2015,2015,t,1685.09
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2016,2016,kg/ha,5016.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2016,2016,t,1683.54
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2017,2017,kg/ha,4987.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2017,2017,t,1681.75
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,181,"Broad beans and horse beans, dry",2022,2022,kg/ha,4800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,181,"Broad beans and horse beans, dry",2022,2022,t,15360.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1961,1961,kg/ha,11723.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1961,1961,t,16413.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1962,1962,kg/ha,13395.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1962,1962,t,20093.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1963,1963,kg/ha,12423.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1963,1963,t,17393.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1964,1964,kg/ha,11674.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1964,1964,t,14009.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1965,1965,kg/ha,12081.8
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1965,1965,t,13290.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1966,1966,kg/ha,10360.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1966,1966,t,10278.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1967,1967,kg/ha,13617.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1967,1967,t,17934.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1968,1968,kg/ha,12949.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1968,1968,t,18609.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1969,1969,kg/ha,10762.4
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1969,1969,t,16757.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1970,1970,kg/ha,8781.8
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1970,1970,t,14850.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1971,1971,kg/ha,11969.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1971,1971,t,23137.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1972,1972,kg/ha,13209.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1972,1972,t,25600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1973,1973,kg/ha,9924.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1973,1973,t,18300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1974,1974,kg/ha,11804.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1974,1974,t,21200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1975,1975,kg/ha,9481.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1975,1975,t,20280.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1976,1976,kg/ha,6818.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1976,1976,t,15000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1977,1977,kg/ha,6454.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1977,1977,t,14200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1978,1978,kg/ha,6400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1978,1978,t,12800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1979,1979,kg/ha,7500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1979,1979,t,13500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1980,1980,kg/ha,7368.4
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1980,1980,t,14000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1981,1981,kg/ha,7777.8
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1981,1981,t,14000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1982,1982,kg/ha,7222.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1982,1982,t,13000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1983,1983,kg/ha,6470.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1983,1983,t,11000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1984,1984,kg/ha,7500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1984,1984,t,12000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1985,1985,kg/ha,7875.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1985,1985,t,12600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1986,1986,kg/ha,7294.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1986,1986,t,12400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1987,1987,kg/ha,10000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1987,1987,t,11000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1988,1988,kg/ha,7272.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1988,1988,t,8000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1989,1989,kg/ha,7636.4
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1989,1989,t,8400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1990,1990,kg/ha,8583.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1990,1990,t,10300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1991,1991,kg/ha,9000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1991,1991,t,10800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1992,1992,kg/ha,7818.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1992,1992,t,8600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1993,1993,kg/ha,14555.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1993,1993,t,13100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1994,1994,kg/ha,14444.4
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1994,1994,t,13000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1995,1995,kg/ha,13888.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1995,1995,t,12500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1996,1996,kg/ha,13500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1996,1996,t,13500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1997,1997,kg/ha,13769.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1997,1997,t,17900.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1998,1998,kg/ha,6666.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1998,1998,t,6000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",1999,1999,kg/ha,6250.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",1999,1999,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2000,2000,kg/ha,5714.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2000,2000,t,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2001,2001,kg/ha,6750.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2001,2001,t,5400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2002,2002,kg/ha,6666.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2002,2002,t,6000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2003,2003,kg/ha,6666.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2003,2003,t,6000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2004,2004,kg/ha,6111.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2004,2004,t,5500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2005,2005,kg/ha,6666.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2005,2005,t,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2006,2006,kg/ha,5714.3
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2006,2006,t,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2007,2007,kg/ha,6666.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2007,2007,t,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2008,2008,kg/ha,6818.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2008,2008,t,7500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2009,2009,kg/ha,6666.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2009,2009,t,6000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2010,2010,kg/ha,7000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2010,2010,t,7000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2011,2011,kg/ha,6428.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2011,2011,t,9000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2012,2012,kg/ha,5982.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2012,2012,t,3500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2013,2013,kg/ha,5641.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2013,2013,t,3300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2014,2014,kg/ha,5982.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2014,2014,t,3500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2015,2015,kg/ha,5982.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2015,2015,t,3500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2016,2016,kg/ha,5982.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2016,2016,t,3500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2017,2017,kg/ha,7920.8
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2017,2017,t,3200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2018,2018,kg/ha,7540.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2018,2018,t,3770.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2019,2019,kg/ha,8274.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2019,2019,t,5130.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,420,"Broad beans and horse beans, green",2020,2020,kg/ha,7975.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,420,"Broad beans and horse beans, green",2020,2020,t,3270.0
